#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-03-29T14:50:07 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ6061e8d27096	
#INFO	-out.max=unlimited	
#INFO	queryParameters=23	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-nav=cat:J/ApJS/211/24&tab:{J/ApJS/211/24/table1}&key:source=J/ApJS/211/24/table1&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJS/211/24/table1
#-order=I
#-out=KIC
#-out=Teff
#-out=log(g)
#-out=Mass
#-out=Prot
#-out=e_Prot
#-out=n_Prot
#-out=Rper
#-out=LPH
#-out=w
#-out=Ref
#-out=_RA
#-out=_DE
#

#RESOURCE=yCat_22110024
#Name: J/ApJS/211/24
#Title: Rotation periods of Kepler MS stars (McQuillan+, 2014)
#Table	J_ApJS_211_24_table1:
#Name: J/ApJS/211/24/table1
#Title: The rotation period measurements for the 34030 stars presented in this work
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	KIC	(I8)	Kepler Input Catalog identifier (Cat. V/133)	[ucd=meta.id;meta.main]
#Column	Teff	(I4)	[3197/6499] Star effective temperature	[ucd=phys.temperature.effective]
#Column	log(g)	(F5.2)	[3.5/5.4] Star surface gravity (log)	[ucd=phot.sb]
#Column	Mass	(F7.4)	[0.2/1.3] Star mass (1)	[ucd=phys.mass]
#Column	Prot	(F6.3)	[0.2/70]? Rotation period	[ucd=time.period]
#Column	e_Prot	(F6.3)	[0/51]? Error in Prot	[ucd=stat.error]
#Column	n_Prot	(A3)	Period flag (4)	[ucd=meta.note]
#Column	Rper	(F10.2)	[187/1520000]? Average variability amplitude within 1 period	[ucd=phot.mag;arith.ratio]
#Column	LPH	(F6.3)	[0.01/1.82]? Local Peak Height of the autocorrelation function (ACF)	[ucd=stat.fit.param]
#Column	w	(F7.4)	[0/1]? Assigned weight (2)	[ucd=stat.weight;phys.atmol.weight]
#Column	Ref	(I1)	? T_eff_ and log(g) source flag (3) [NULL integer written as an empty string]	[ucd=meta.bib]
#Column	_RA	(F9.5)	Positions from Kepler Input Catalog (Cat. V/133) (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Positions from Kepler Input Catalog (Cat. V/133) (declination part)	[ucd=pos.eq.dec;meta.main]
_RAJ2000;_DEJ2000;KIC;Teff;log(g);Mass;Prot;e_Prot;n_Prot;Rper;LPH;w;Ref;_RA;_DE
290.7683400;+51.0139689;12306301;5154; 4.45; 0.8741;26.910; 0.176;   ;   5442.80; 0.966; 0.5324;0;290.76834;+51.01397
290.8985900;+51.0628589;12306501;4960; 4.43; 0.8239;29.974; 0.349;   ;   7692.64; 0.942; 0.5180;0;290.89859;+51.06286
290.9037500;+51.0595511;12306506;5302; 4.52; 0.9125;20.081; 0.180;   ;   6529.27; 0.868; 0.5685;0;290.90375;+51.05955
290.9445200;+51.0127300;12306556;5703; 4.46; 1.0202;17.742; 0.176;   ;   1103.64; 0.546; 0.4110;0;290.94452;+51.01273
290.9635900;+51.0203400;12306578;4872; 4.50; 0.8009;34.794; 0.246;   ;   4431.99; 0.551; 0.3428;0;290.96359;+51.02034
291.0222200;+51.0341419;12306666;4464; 4.61; 0.6902;35.813; 0.325;   ;   4845.47; 0.648; 0.4002;0;291.02222;+51.03414
291.0337800;+51.0221411;12306687;5969; 4.41; 1.0975;19.790; 4.230;   ;   1277.39; 0.446; 0.2805;0;291.03378;+51.02214
291.0723300;+51.0439000;12306755;6453; 4.31; 1.2588; 3.157; 1.069;   ;   1025.26; 0.310; 0.2561;0;291.07233;+51.04390
291.0835300;+51.0415119;12306774;4433; 4.66; 0.6813;20.848; 0.087;   ;  14459.91; 1.018; 0.6120;0;291.08353;+51.04151
291.1433400;+51.0346789;12306873;5703; 4.50; 1.0202;16.634; 0.162;   ;   5752.21; 0.769; 0.5146;0;291.14334;+51.03468
291.2221400;+51.0025219;12306989;4537; 4.45; 0.7107;14.597; 0.070;   ;   6869.17; 0.738; 0.4185;0;291.22214;+51.00252
291.2371200;+51.0032311;12307004;4569; 4.77; 0.7196;16.303; 0.045;   ;  14872.43; 1.299; 0.7114;0;291.23712;+51.00323
291.2553700;+51.0446281;12307039;5982; 4.73; 1.1015; 6.840; 0.071;   ;  11360.59; 1.334; 0.7249;0;291.25537;+51.04463
291.3056300;+51.0261800;12307110;5016; 4.81; 0.8384;31.213; 0.705;   ;   4688.20; 0.449; 0.3182;0;291.30563;+51.02618
291.3779000;+51.0508119;12307229;5035; 4.43; 0.8433; 1.318; 0.005;   ;  34479.26; 1.700; 0.8091;0;291.37790;+51.05081
291.3821700;+51.0233919;12307240;5525; 4.56; 0.9714;16.414; 0.123;   ;   8703.38; 1.161; 0.6384;0;291.38217;+51.02339
291.4246800;+51.0960619;12307301;5644; 4.61; 1.0038;13.423; 0.025;   ;   9375.51; 1.102; 0.6453;0;291.42468;+51.09606
291.4859300;+51.0834011;12307384;5250; 4.68; 0.8990;13.901; 0.030;   ;  13180.20; 1.134; 0.6541;0;291.48593;+51.08340
291.5296000;+51.0080489;12307455;5608; 4.64; 0.9939;15.396; 0.134;   ;   9832.50; 0.745; 0.5010;0;291.52960;+51.00805
291.5544700;+51.0432011;12307496;4845; 4.25; 0.7938; 0.809; 0.003;   ;  10799.71; 1.398; 0.6657;0;291.55447;+51.04320
291.6027800;+51.0069689;12307574;6263; 4.21; 1.1917; 0.608; 0.006;   ;   7784.49; 1.250; 0.6781;0;291.60278;+51.00697
295.0212700;+51.0077900;12314028;4712; 4.69; 0.7585;24.036; 0.158;   ;   5966.42; 0.914; 0.5875;0;295.02127;+51.00779
295.1205700;+51.0112300;12314204;5242; 4.66; 0.8969;31.344; 1.221;   ;   9988.81; 0.787; 0.4420;0;295.12057;+51.01123
295.2445700;+51.0115811;12314444;6059; 4.45; 1.1253;10.600; 0.327;   ;   3705.14; 0.630; 0.4563;0;295.24457;+51.01158
295.3161000;+51.0417589;12314597;5468; 4.62; 0.9562;14.861; 0.043;   ;  22582.38; 1.461; 0.6941;0;295.31610;+51.04176
295.3426800;+51.0853611;12314645;5599; 4.56; 0.9915;14.934; 0.035;   ;  11935.77; 0.930; 0.5980;0;295.34268;+51.08536
295.4237100;+51.0385281;12314839;4822; 4.64; 0.7878;36.049; 1.161;   ;   7657.89; 0.695; 0.3997;0;295.42371;+51.03853
295.4370100;+51.0573500;12314876;5424; 4.83; 0.9445;16.412; 0.062;   ;  15004.61; 1.061; 0.6333;0;295.43701;+51.05735
295.5167200;+51.0254781;12315038;5187; 4.57; 0.8826;22.038; 3.373;   ;   5602.48; 0.561; 0.3674;0;295.51672;+51.02548
295.5248700;+51.0992200;12315060;5141; 4.64; 0.8707; 0.250; 0.032;   ;   3362.48; 0.585; 0.3270;0;295.52487;+51.09922
295.5387000;+51.0453189;12315104;5154; 4.57; 0.8741; 9.329; 0.016;   ;  18819.63; 1.475; 0.7495;0;295.53870;+51.04532
295.5390900;+51.0657081;12315105;5426; 4.56; 0.9450;21.026; 0.527;   ;   8341.79; 0.665; 0.4729;0;295.53909;+51.06571
295.5615500;+51.0758211;12315148;5501; 4.70; 0.9650;17.669; 0.025;   ;  18712.70; 1.293; 0.6528;0;295.56155;+51.07582
295.5731500;+51.0519600;12315167;6208; 4.22; 1.1733;25.113; 0.351;   ;   1144.05; 0.604; 0.3222;0;295.57315;+51.05196
295.5934400;+51.0710111;12315208;5339; 4.64; 0.9222;23.887; 0.206;   ;   5019.19; 0.596; 0.4297;0;295.59344;+51.07101
295.6193500;+51.0334011;12315267;5795; 4.42; 1.0463; 4.188; 0.037;   ;  39716.01; 1.622; 0.7823;0;295.61935;+51.03340
295.6809700;+51.0160219;12315421;5166; 4.79; 0.8772;10.935; 0.067;   ;   9962.98; 1.281; 0.6936;0;295.68097;+51.01602
295.6825000;+51.0143811;12315426;5701; 4.51; 1.0196;11.344; 0.032;   ;  15590.13; 1.476; 0.7145;0;295.68250;+51.01438
295.7600400;+51.0219381;12315615;5583; 4.53; 0.9871;24.752; 1.316;SM1;   1062.36; 0.362; 0.2556;0;295.76004;+51.02194
295.8450900;+51.0553700;12315820;5216; 4.68; 0.8901;25.001; 1.545;   ;   4460.81; 0.692; 0.4677;0;295.84509;+51.05537
295.9540400;+51.0656389;12316078;6211; 4.00; 1.1742; 6.628; 0.113;   ;   1971.87; 0.415; 0.3230;0;295.95404;+51.06564
296.0339100;+51.0849111;12316241;4674; 4.67; 0.7483;14.508; 0.030;   ;   7510.36; 1.086; 0.5983;0;296.03391;+51.08491
296.1432500;+51.0260511;12316500;5771; 4.93; 1.0394;11.548; 0.052;   ;   9721.40; 1.245; 0.6798;0;296.14325;+51.02605
296.2798800;+51.0065119;12316789;4682; 4.45; 0.7505;29.383; 0.179;   ;   7243.45; 0.862; 0.5174;0;296.27988;+51.00651
296.2973900;+51.0188289;12316827;4527; 4.67; 0.7079;30.444; 0.062;   ;   3906.91; 0.480; 0.3214;0;296.29739;+51.01883
296.3902300;+51.0132600;12317074;6141; 4.09; 1.1513; 5.059; 0.003;   ;   8513.27; 1.360; 0.7291;0;296.39023;+51.01326
296.6051900;+51.0235789;12317549;5586; 4.59; 0.9879; 7.487; 0.126;   ;   9341.24; 1.143; 0.6382;0;296.60519;+51.02358
296.6272000;+51.0471800;12317612;5007; 4.50; 0.8361;10.415; 0.052;   ;   9193.39; 1.310; 0.6919;0;296.62720;+51.04718
296.6521000;+51.0055689;12317663;5947; 4.47; 1.0909;13.782; 1.629;   ;   2331.32; 0.558; 0.4116;0;296.65210;+51.00557
296.7225000;+51.0836719;12317824;4538; 4.61; 0.7110;28.058; 0.729;   ;   6366.10; 0.653; 0.4358;0;296.72250;+51.08367
296.7853100;+51.0216219;12317979;5193; 4.81; 0.8842;28.842; 3.775;   ;   3700.08; 0.591; 0.3862;0;296.78531;+51.02162
286.9378400;+51.1235081;12349560;4693; 4.61; 0.7534;33.491; 0.739;   ;   4676.70; 0.455; 0.3278;0;286.93784;+51.12351
286.9460100;+51.1187100;12349577;4958; 4.62; 0.8234;23.586; 0.344;   ;   4333.67; 0.885; 0.5683;0;286.94601;+51.11871
287.4346900;+51.1601789;12350246;5189; 4.76; 0.8832;14.745; 0.070;   ;  11575.52; 1.230; 0.6938;0;287.43469;+51.16018
287.5216100;+51.1759800;12350369;5702; 4.48; 1.0199;22.099; 3.120;   ;   1409.47; 0.406; 0.2864;0;287.52161;+51.17598
287.5569800;+51.1601789;12350413;4896; 4.46; 0.8072;15.085; 0.132;   ;  12431.65; 1.414; 0.7110;0;287.55698;+51.16018
287.6738600;+51.1409300;12350553;5715; 4.56; 1.0236;21.412; 0.369;   ;   3325.19; 0.890; 0.5113;0;287.67386;+51.14093
287.7173800;+51.1518900;12350623;4631; 4.53; 0.7366;15.034; 0.988;   ;   6952.64; 1.111; 0.6136;0;287.71738;+51.15189
287.9586800;+51.1869319;12350992;5266; 4.71; 0.9031;24.081; 3.789;   ;   6264.39; 0.476; 0.3350;0;287.95868;+51.18693
288.0168200;+51.1621089;12351104;4909; 4.40; 0.8106;26.821; 0.197;   ;   7226.82; 0.944; 0.5476;0;288.01682;+51.16211
288.1193200;+51.1245689;12351281;4815; 4.32; 0.7859;18.036; 0.092;   ;  18044.23; 1.186; 0.6836;0;288.11932;+51.12457
288.3067900;+51.1454889;12351586;5678; 4.55; 1.0132;22.729; 0.401;   ;   3271.40; 0.662; 0.4156;0;288.30679;+51.14549
288.3307500;+51.1526411;12351643;6369; 4.21; 1.2285; 4.350; 0.196;   ;   1971.07; 0.526; 0.4038;0;288.33075;+51.15264
288.3472300;+51.1945111;12351666;5054; 4.30; 0.8482;34.856; 0.167;   ;   1106.20; 0.532; 0.3145;0;288.34723;+51.19451
288.3772600;+51.1207311;12351719;5536; 4.71; 0.9744;12.493; 0.030;   ;  22258.28; 1.320; 0.6960;0;288.37726;+51.12073
288.4195600;+51.1579819;12351781;4813; 4.57; 0.7854;27.829; 0.589;   ;   2661.35; 0.425; 0.2746;0;288.41956;+51.15798
288.6229900;+51.1971889;12352083;5407; 3.92; 0.9400;36.071; 0.560;SM2;    636.70; 0.492; 0.2674;0;288.62299;+51.19719
288.6861000;+51.1254619;12352170;5226; 4.22; 0.8927;10.785; 0.009;   ;  19636.72; 1.501; 0.7285;0;288.68610;+51.12546
289.1794700;+51.1429211;12353043;4823; 4.54; 0.7880;32.767; 1.656;   ;   3498.41; 0.478; 0.3358;0;289.17947;+51.14292
289.4380800;+51.1483119;12353477;6133; 4.42; 1.1488;16.026; 0.620;   ;   1693.25; 0.707; 0.4212;0;289.43808;+51.14831
289.4509600;+51.1743889;12353501;4692; 4.26; 0.7532;13.107; 0.200;   ;   3520.46; 0.890; 0.4950;0;289.45096;+51.17439
289.5123900;+51.1936300;12353614;5433; 4.91; 0.9469; 9.718; 0.021;   ;  11706.56; 1.095; 0.6169;0;289.51239;+51.19363
289.5290200;+51.1375619;12353640;4617; 4.56; 0.7328;34.647; 0.228;   ;   5927.06; 0.831; 0.4692;0;289.52902;+51.13756
289.6072700;+51.1542589;12353780;5050; 4.62; 0.8472;22.046; 0.116;   ;  12196.90; 1.218; 0.6264;0;289.60727;+51.15426
289.9267000;+51.1989519;12354328;5115; 4.42; 0.8640; 0.809; 0.003;   ;  39764.70; 1.529; 0.7239;0;289.92670;+51.19895
289.9423200;+51.1618881;12354360;5763; 4.15; 1.0371;16.425; 0.261;   ;   2117.75; 0.569; 0.4257;0;289.94232;+51.16189
289.9680800;+51.1184081;12354408;5060; 4.61; 0.8498;25.448; 0.420;   ;   6085.16; 0.812; 0.5156;0;289.96808;+51.11841
290.0839200;+51.1741219;12354616;4666; 4.41; 0.7461;23.784; 0.514;   ;   5013.79; 0.779; 0.4915;0;290.08392;+51.17412
290.0840500;+51.1278611;12354617;5624; 4.48; 0.9983;18.721; 0.406;   ;   7010.37; 1.041; 0.5841;0;290.08405;+51.12786
290.5860600;+51.1735689;12355558;4832; 4.66; 0.7904;14.090; 0.343;   ;   2533.79; 0.720; 0.4114;0;290.58606;+51.17357
290.5951800;+51.1576500;12355580;4655; 4.56; 0.7432;17.658; 0.056;   ;   9062.41; 1.059; 0.6074;0;290.59518;+51.15765
290.6254900;+51.1981389;12355626;5757; 4.39; 1.0354; 1.036; 0.004;   ;   3248.27; 1.253; 0.6482;0;290.62549;+51.19814
290.6288500;+51.1344411;12355633;4964; 4.39; 0.8249; 9.190; 0.243;   ;  14688.40; 1.298; 0.6727;0;290.62885;+51.13444
290.6876200;+51.1630589;12355752;4823; 4.48; 0.7880;25.422; 0.239;   ;  13756.69; 1.231; 0.6194;0;290.68762;+51.16306
290.7886400;+51.1743581;12355958;5204; 4.41; 0.8870;36.022; 1.877;   ;   3355.92; 0.654; 0.3594;0;290.78864;+51.17436
290.8519300;+51.1964611;12356069;6006; 4.28; 1.1088; 3.947; 0.028;   ;   7639.47; 1.170; 0.6535;0;290.85193;+51.19646
290.9405200;+51.1444589;12356201;5793; 4.14; 1.0457;17.575; 0.331;   ;   3106.92; 1.065; 0.5863;0;290.94052;+51.14446
290.9415600;+51.1050419;12356205;5928; 4.51; 1.0852;16.079; 0.066;   ;   2713.53; 0.405; 0.3037;0;290.94156;+51.10504
291.0371400;+51.1543311;12356350;4771; 4.53; 0.7743;14.640; 0.025;   ;   8598.15; 1.074; 0.5960;0;291.03714;+51.15433
291.0804700;+51.1235311;12356439;6289; 4.16; 1.2006; 6.556; 0.102;   ;    707.63; 0.446; 0.3626;0;291.08047;+51.12353
291.0976000;+51.1908189;12356465;4624; 4.45; 0.7347;28.372; 0.610;   ;   3714.35; 0.514; 0.3382;0;291.09760;+51.19082
291.1580800;+51.1097789;12356546;4853; 4.56; 0.7959;25.713; 0.442;   ;   4262.33; 0.808; 0.5358;0;291.15808;+51.10978
291.2909500;+51.1540300;12356766;5689; 4.78; 1.0163;19.956; 0.385;   ;   2592.38; 0.317; 0.2516;0;291.29095;+51.15403
291.3410000;+51.1537819;12356839;5427; 4.67; 0.9453; 0.345; 0.004;   ;  12586.53; 1.170; 0.6008;0;291.34100;+51.15378
291.3511700;+51.1993711;12356862;5578; 4.57; 0.9858;19.952; 0.719;   ;   5678.47; 0.733; 0.4844;0;291.35117;+51.19937
291.4857200;+51.1397211;12357114;5475; 4.86; 0.9580; 9.424; 0.029;   ;  17633.62; 1.337; 0.7371;0;291.48572;+51.13972
295.4867600;+51.1026311;12365337;5846; 4.40; 1.0610; 5.814; 0.029;   ;    940.20; 0.802; 0.4860;0;295.48676;+51.10263
295.5424200;+51.1948811;12365442;5495; 4.77; 0.9634; 6.331; 0.150;   ;  19516.11; 1.312; 0.6948;0;295.54242;+51.19488
295.5578900;+51.1763381;12365483;6483; 4.26; 1.2699; 4.437; 0.048;   ;   1417.31; 0.381; 0.3055;0;295.55789;+51.17634
295.6655000;+51.1663089;12365726;4871; 4.28; 0.8007;25.674; 0.075;   ;  13949.22; 1.177; 0.6069;0;295.66550;+51.16631
295.6752000;+51.1484789;12365743;5827; 4.34; 1.0555; 8.890; 0.108;   ;  16661.64; 1.324; 0.7163;0;295.67520;+51.14848
295.6809100;+51.1770289;12365759;4492; 4.53; 0.6981;34.183; 1.274;   ;   2008.35; 0.641; 0.4115;0;295.68091;+51.17703
295.9119600;+51.1786689;12366305;4747; 4.44; 0.7679;10.873; 0.019;   ;  25033.74; 1.342; 0.7027;0;295.91196;+51.17867
295.9779100;+51.1889919;12366436;4601; 4.57; 0.7284;18.036; 0.200;   ;   5287.38; 0.913; 0.5283;0;295.97791;+51.18899
296.0058900;+51.1196900;12366495;5646; 4.44; 1.0044; 8.171; 0.014;   ;  12441.46; 1.275; 0.7097;0;296.00589;+51.11969
296.0703700;+51.1998900;12366647;5591; 4.50; 0.9893;19.660; 0.323;   ;   2959.49; 0.855; 0.5265;0;296.07037;+51.19989
296.1041300;+51.1244700;12366719;6419; 3.80; 1.2464; 2.896; 0.006;   ;    741.48; 0.635; 0.4602;0;296.10413;+51.12447
296.2190600;+51.1019519;12366991;5739; 4.42; 1.0303;62.496;13.413;   ;   1430.48; 0.817; 0.3854;0;296.21906;+51.10195
296.2325100;+51.1196100;12367014;6221; 4.39; 1.1776; 2.804; 0.009;   ;   1408.28; 1.316; 0.7238;0;296.23251;+51.11961
296.2339200;+51.1418689;12367017;5004; 4.35; 0.8353;17.803; 0.103;SM1;   8743.94; 1.184; 0.6703;0;296.23392;+51.14187
296.3158000;+51.1345211;12367230;4759; 4.04; 0.7711;28.136; 0.345;   ;   5632.16; 0.884; 0.5306;0;296.31580;+51.13452
296.3801600;+51.1815800;12367388;5730; 4.49; 1.0278;12.157; 0.059;   ;   6062.78; 1.085; 0.6486;0;296.38016;+51.18158
296.5073200;+51.1299781;12367660;5591; 4.56; 0.9893;10.124; 0.034;   ;  14039.67; 1.556; 0.7335;0;296.50732;+51.12998
296.6612200;+51.1889500;12367993;6371; 4.52; 1.2292; 3.444; 0.017;   ;   2135.10; 0.550; 0.4063;0;296.66122;+51.18895
296.6955300;+51.1449389;12368066;5026; 4.59; 0.8410;31.744; 0.482;   ;   1560.36; 0.551; 0.3562;0;296.69553;+51.14494
287.2655000;+51.2106089;12400506;5092; 4.89; 0.8581; 3.222; 0.008;   ;   4651.07; 1.405; 0.6833;0;287.26550;+51.21061
287.3698100;+51.2299800;12400656;5182; 4.49; 0.8813;23.297; 0.133;   ;   6240.13; 0.761; 0.5170;0;287.36981;+51.22998
287.3754900;+51.2890211;12400665;5097; 4.33; 0.8594;14.567; 0.071;   ;  16376.50; 1.422; 0.6991;0;287.37549;+51.28902
287.4037500;+51.2392200;12400712;5537; 4.59; 0.9747;25.736; 3.509;   ;   3263.41; 0.464; 0.3113;0;287.40375;+51.23922
287.6382100;+51.2331089;12401044;6405; 4.25; 1.2413; 9.178; 0.015;   ;   1720.01; 1.396; 0.6670;0;287.63821;+51.23311
287.6418500;+51.2183911;12401052;5360; 4.61; 0.9277;23.209; 0.845;   ;   3187.06; 0.663; 0.4601;0;287.64185;+51.21839
287.6926900;+51.2427289;12401123;5881; 4.55; 1.0713;13.119; 0.152;   ;   1868.90; 0.397; 0.2931;0;287.69269;+51.24273
287.7959600;+51.2421419;12401269;5466; 4.43; 0.9557; 2.258; 0.005;   ;  51886.41; 1.502; 0.7416;0;287.79596;+51.24214
287.8642300;+51.2381900;12401369;6344; 4.17; 1.2196;48.888; 0.463;   ;    949.20; 0.619; 0.2924;0;287.86423;+51.23819
287.8893400;+51.2478900;12401414;5139; 4.57; 0.8702;29.008; 0.461;   ;   1393.50; 0.431; 0.3229;0;287.88934;+51.24789
287.9041400;+51.2938689;12401441;4882; 4.44; 0.8035;16.127; 0.052;   ;  14185.13; 1.198; 0.6828;0;287.90414;+51.29387
287.9627700;+51.2673300;12401540;5514; 4.57; 0.9685;19.334; 0.169;   ;   6566.49; 1.126; 0.6087;0;287.96277;+51.26733
287.9723200;+51.2469219;12401560;5193; 4.64; 0.8842;11.058; 0.016;   ;  18508.88; 1.237; 0.6737;0;287.97232;+51.24692
288.0277400;+51.2307011;12401644;4892; 4.28; 0.8062; 7.587; 0.004;   ;  28561.35; 1.538; 0.7853;0;288.02774;+51.23070
288.0403100;+51.2965319;12401663;4625; 4.36; 0.7350;32.948; 0.202;   ;   9708.94; 1.155; 0.5723;0;288.04031;+51.29653
288.6028700;+51.2200319;12402674;6150; 4.48; 1.1542; 5.552; 0.109;   ;   1541.08; 0.504; 0.3602;0;288.60287;+51.22003
288.6215800;+51.2735100;12402702;5232; 4.67; 0.8943;30.757; 1.706;   ;   9507.57; 0.601; 0.3680;0;288.62158;+51.27351
288.7136500;+51.2164800;12402866;5582; 4.52; 0.9868;16.597; 0.216;   ;   3178.15; 0.494; 0.3397;0;288.71365;+51.21648
288.7297400;+51.2198489;12402899;5956; 4.44; 1.0936;23.271; 0.172;   ;    844.99; 1.114; 0.5598;0;288.72974;+51.21985
288.7891800;+51.2171589;12403011;5563; 5.05; 0.9817;22.710; 0.188;   ;   4067.78; 0.522; 0.3684;0;288.78918;+51.21716
288.9902600;+51.2649311;12403331;5070; 4.57; 0.8524; 0.764; 0.003;   ;  82467.26; 1.611; 0.7673;0;288.99026;+51.26493
289.0937200;+51.2866711;12403538;5333; 4.73; 0.9206;12.239; 0.121;   ;  13236.82; 1.291; 0.7143;0;289.09372;+51.28667
289.1164200;+51.2902411;12403576;5186; 4.75; 0.8824;11.316; 0.023;   ;  15099.53; 1.439; 0.7282;0;289.11642;+51.29024
289.2435300;+51.2504389;12403799;6235; 4.36; 1.1823; 2.989; 0.039;   ;   1322.87; 0.372; 0.2603;0;289.24353;+51.25044
289.3281600;+51.2641600;12403956;4900; 4.46; 0.8082;11.660; 0.045;   ;   6969.36; 1.126; 0.6058;0;289.32816;+51.26416
289.3478700;+51.2837100;12403990;4460; 4.59; 0.6891;24.558; 0.222;   ;  10067.34; 0.871; 0.5530;0;289.34787;+51.28371
289.3555600;+51.2581600;12404005;5588; 4.71; 0.9885;24.608; 0.337;   ;   4173.34; 0.373; 0.2628;0;289.35556;+51.25816
289.3786900;+51.2083889;12404047;5815; 4.36; 1.0520;13.142; 0.044;   ;   8714.26; 1.113; 0.6352;0;289.37869;+51.20839
289.3969700;+51.2914581;12404077;4768; 4.57; 0.7735;24.301; 0.285;   ;   4998.62; 0.478; 0.2918;0;289.39697;+51.29146
289.4151300;+51.2281611;12404124;5214; 4.41; 0.8896;25.491; 4.065;   ;   3653.94; 0.561; 0.4090;0;289.41513;+51.22816
289.4941700;+51.2595789;12404245;4478; 4.58; 0.6942;26.792; 0.186;   ;   6766.97; 0.852; 0.5537;0;289.49417;+51.25958
289.5174000;+51.2210311;12404294;6367; 4.04; 1.2277; 3.505; 0.014;   ;   2491.12; 0.715; 0.5018;0;289.51740;+51.22103
289.5520600;+51.2540019;12404369;4745; 4.59; 0.7674;19.273; 0.066;   ;  17739.83; 1.260; 0.6738;0;289.55206;+51.25400
289.6877400;+51.2824711;12404595;5021; 4.52; 0.8397;26.619; 0.027;   ;   4810.69; 0.779; 0.4973;0;289.68774;+51.28247
289.7705700;+51.2477489;12404756;4764; 4.49; 0.7724;39.406; 8.627;   ;   3884.14; 0.447; 0.2567;0;289.77057;+51.24775
289.8484800;+51.2036711;12404890;5427; 4.32; 0.9453; 5.512; 0.147;   ;  14491.02; 1.382; 0.7139;0;289.84848;+51.20367
289.8560200;+51.2919011;12404902;5358; 4.66; 0.9271;14.664; 0.023;   ;  20048.20; 1.167; 0.6760;0;289.85602;+51.29190
289.9375300;+51.2108311;12405073;5268; 4.57; 0.9036;24.504; 0.167;   ;   5947.83; 0.791; 0.4976;0;289.93753;+51.21083
290.0035400;+51.2709200;12405197;5424; 5.03; 0.9445;24.708; 0.427;   ;   3228.72; 0.344; 0.2620;0;290.00354;+51.27092
290.0738800;+51.2835311;12405306;5662; 4.59; 1.0088;10.445; 0.016;   ;  22129.30; 1.479; 0.7234;0;290.07388;+51.28353
290.1449000;+51.2577100;12405436;4657; 4.58; 0.7437;27.796; 0.250;   ;   5673.68; 0.781; 0.5173;0;290.14490;+51.25771
290.1476400;+51.2597081;12405440;5507; 4.61; 0.9666;25.205; 0.245;   ;   1700.31; 0.503; 0.3417;0;290.14764;+51.25971
290.1912800;+51.2659611;12405514;4479; 4.90; 0.6944;25.548; 0.365;   ;   7522.46; 1.064; 0.5996;0;290.19128;+51.26596
290.2016300;+51.2777211;12405531;4874; 4.46; 0.8014; 1.238; 0.008;   ;   2906.38; 0.947; 0.5005;0;290.20163;+51.27772
290.6302200;+51.2040289;12406326;4510; 4.63; 0.7032;38.636; 0.952;   ;   3373.80; 0.396; 0.2551;0;290.63022;+51.20403
290.8239100;+51.2905011;12406708;5211; 4.26; 0.8889;34.504; 1.871;   ;   3826.08; 0.555; 0.3184;0;290.82391;+51.29050
291.1041000;+51.2959400;12407189;5302; 4.65; 0.9125;12.303; 0.021;   ;  25398.19; 1.312; 0.7158;0;291.10410;+51.29594
291.2058100;+51.2498400;12407380;4429; 4.62; 0.6802;14.923; 0.021;   ;   8610.49; 1.228; 0.6801;0;291.20581;+51.24984
291.2608000;+51.2706719;12407473;5348; 4.62; 0.9245; 5.972; 0.004;   ;  33719.72; 1.586; 0.7676;0;291.26080;+51.27067
291.3211100;+51.2743911;12407573;5054; 4.47; 0.8482;26.159; 0.580;   ;   3782.69; 0.464; 0.3120;0;291.32111;+51.27439
291.3386800;+51.2392619;12407606;6348; 4.07; 1.2210; 2.027; 0.003;   ;   1114.67; 0.874; 0.5569;0;291.33868;+51.23926
295.5848400;+51.2274511;12416771;5602; 4.37; 0.9923; 4.279; 0.003;   ;  10654.45; 1.401; 0.7229;0;295.58484;+51.22745
295.6134000;+51.2000619;12416835;5976; 4.41; 1.0997; 6.394; 0.077;   ;   4341.21; 0.990; 0.5961;0;295.61340;+51.20006
295.6715700;+51.2205700;12416974;5658; 4.50; 1.0077;14.525; 0.109;   ;   9434.28; 1.169; 0.6454;0;295.67157;+51.22057
295.7293700;+51.2554511;12417127;5439; 4.65; 0.9485;15.903; 0.032;   ;  31281.35; 1.280; 0.6674;0;295.72937;+51.25545
